kana,meaning,explain,example,example_explain
と,77 「と」表示“停止”,解析 可以采用联想法：「と」联想到汉语中的“脱”。,▶ とめる「止める·留める」 ⓪（他一）：使停下；使停留，挽留,"解 「とまる」的他动词。
例 家いえ の近ちか くに車くるま をとめる。/把车停在家附近。"
と,77 「と」表示“停止”,解析 可以采用联想法：「と」联想到汉语中的“脱”。,▶ とどまる「留まる·止まる」 ③（自五）：停，停止，停下,"解 と→停止，まる→自动词后缀。
例 事じ 故こ のため会かい 議ぎ の進行しんこう がとどまる。/因发生事故，会议中止。"
と,77 「と」表示“停止”,解析 可以采用联想法：「と」联想到汉语中的“脱”。,▶ ともす「点す·灯す」 ②（他五）：点（灯）,"解 と→停止。使火焰停留在灯上。
例 停てい 電でん のため、ろうそくを点とも す。/因为停电了，所以点蜡烛。"
と,78 「と」和「て」同行，表示“手”,解析 可以采用联想法：「と」联想到汉语中的“脱”。,▶ とどこおる「滞る」 ⓪③（自五）：堵塞，停滞；拖延,"解 とど→止，こおる→凍こお る。
例 取とり 引ひき 先さき との交こう 渉しょう が滞とどこお っている。/和客户的谈判止步不前。
熟词联想 とる「取る」：拿"
と,78 「と」和「て」同行，表示“手”,解析 可以采用联想法：「と」联想到汉语中的“脱”。,▶ とる「取る」 ①（他五）：抓，拿；获得；拿掉；领会,"解 と→て→手。
例 手て に取と る/抓在手里
天てん 下か を取と る/取得天下
服ふく についているゴミを取と る。/把衣服上粘上的脏东西拿掉。
意い 味み をとる/领会意思
派 本义为“用手抓住东西”。1. 抓，拿（本义）；2. 获得（抓住东西，朝向自己移动）；3. 拿掉（抓住东西，向远离自己的方向移动）；4. 领会（获得抽象的事物）。"
と,78 「と」和「て」同行，表示“手”,解析 可以采用联想法：「と」联想到汉语中的“脱”。,▶ とらえる「捕らえる·捉える」 ③（他一）：抓住，逮住；领会，理解,"解 与「取と る」同源。
例 どろぼうを捕と らえる/抓住小偷
文ぶん 章しょう の意い 味み を正ただ しく捉とら える。/正确理解文章的含意。"
と,78 「と」和「て」同行，表示“手”,解析 可以采用联想法：「と」联想到汉语中的“脱”。,▶ とりわけ「取り分け」 ⓪（副）：特别，格外,"解 とり→取り→拿，わけ→分け→分开。把东西拿到手里分开，才能找出最独特的→特别，格外。
例 今日きょう は取と り分わ け寒さむ い。/今天格外冷。"
と,78 「と」和「て」同行，表示“手”,解析 可以采用联想法：「と」联想到汉语中的“脱”。,▶ ととのえる「整える·調える」 ④③（他一）：整理，整顿；使齐整,"解 本义为“用手整理事物”，也可采用联想法，とと→妥妥哒。
例 会かい 議ぎ に出しゅっ 席せき する前まえ に服ふく 装そう を整ととの える。/在出席会议前整理好服装。"
な,79 な行假名均有“长”的意思。「な」表示“长”，以「なが」为代表,熟词联想 ながい「長い」：长的,▶ ながい「長い」 ②（形）：长的,"解 なが→长。
例 10じゅう 月がつ に長なが い休やす みがある。/10月份有长假。"
な,79 な行假名均有“长”的意思。「な」表示“长”，以「なが」为代表,熟词联想 ながい「長い」：长的,▶ ながす「流す」 ②（他五）：冲走；倒进；流；传播,"解 なが→长，流水很长。
例 戦せん 争そう の惨さん 状じょう に涙なみだ を流なが す。/为战争的惨状而流泪。"
な,79 な行假名均有“长”的意思。「な」表示“长”，以「なが」为代表,熟词联想 ながい「長い」：长的,▶ ながれる「流れる」 ③（自一）：流动，传播,"解 「流なが す」的自动词。
例 お店みせ に静しず かな音おん 楽がく が流なが れている。/店里播放着舒缓的音乐。"
な,79 な行假名均有“长”的意思。「な」表示“长”，以「なが」为代表,熟词联想 ながい「長い」：长的,▶ ながめる「眺める」 ③（他一）：眺望，远眺,"解 なが→长→远，め→眼睛。用眼睛远远地看→远眺。
例 窓まど から景け 色しき を眺なが める。/眺望窗外的景色。"
な,79 な行假名均有“长”的意思。「な」表示“长”，以「なが」为代表,熟词联想 ながい「長い」：长的,▶ なげく「嘆く」 ②（自、他五）：叹息，叹气；感叹,"解 本为「長なが 息いき 」，长长地出一口气→感叹。がい→げ，き→く。
例 友とも 達だち の不ふ 幸こう を嘆なげ く。/感叹朋友的不幸。"
な,79 な行假名均有“长”的意思。「な」表示“长”，以「なが」为代表,熟词联想 ながい「長い」：长的,▶ なでる「撫でる」 ②（他一）：抚摸,"解 な→长，で→手。用手长长地移动→抚摸。
例 子こ どもの頭あたま をやさしく撫な でる。/轻轻地抚摸孩子的头。"
な,79 な行假名均有“长”的意思。「な」表示“长”，以「なが」为代表,熟词联想 ながい「長い」：长的,▶ なみ「波」 ②（名）：海浪,"解 な→长，み→みず→水。长长的水线→海浪。
例 強きょう 風ふう で波なみ が立た つ。/强风吹起海浪。
拓 つなみ「津波」：海啸。つ→刺（联想法），带刺的海浪→
海啸。"
な,79 な行假名均有“长”的意思。「な」表示“长”，以「なが」为代表,熟词联想 ながい「長い」：长的,▶ なみだ「涙」 ①（名）：眼泪,"解 な→长，み→水，だ→垂。长长的水垂下来→眼泪。
例 涙なみだ を流なが して喜よろこ ぶ。/高兴得流下眼泪。"
な,79 な行假名均有“长”的意思。「な」表示“长”，以「なが」为代表,熟词联想 ながい「長い」：长的,▶ なぐさめる「慰める」 ④（他一）：安慰，抚慰,"解 なぐ→なが→长，さめ→冷，冷静。使气息变得悠长，使心情变得冷静→安慰。
例 悲かな しいときにきみはよく私わたし を慰なぐさ めてくれた。/当我悲伤的时候，你经常安慰我。"
な,79 な行假名均有“长”的意思。「な」表示“长”，以「なが」为代表,熟词联想 ながい「長い」：长的,▶ なつく「懐く」 ②（自五）：亲近，喜欢；驯服,"解 な→长，つ→手。本义为“长时间抚摸动物使之与自己亲近”。
例 うちの猫ねこ は知し らない人ひと にも懐なつ く。/我家的猫和不认识的人也很亲近。"
な,80 「な」表示“平静，平和”,熟词联想 ながい「長い」：长的,▶ なげる「投げる」 ②（他一）：扔，投，抛物,"解 なげ→なが→长→远。使事物移动到远方→抛，投。
例 ボールを力ちから 強づよ く投な げる。/用力投球。
解析 由“悠长”之意引申出“平静，平和”之意。"
な,80 「な」表示“平静，平和”,熟词联想 ながい「長い」：长的,▶ なごむ「和む」 ②（自五）：温柔，温和起来，平静下来,"解 な→平静，平和。
例 あなたの声こえ を聞き くと心こころ が和なご む。/一听到你的声音，我的心情就平静了下来。"
な,81 「な」表示“声音”,熟词联想 ながい「長い」：长的,▶ なぎ「凪」 ②（名）：风平浪静,"解 な→平静。另外，汉字「凪」也由“风止”之意而造。
例 今け 朝さ は晴は れで、海うみ も凪なぎ のようだ。/今天天气晴朗，大海也风平浪静。
解析 「な」类似于汉语的“呐喊”。
熟词联想 なる「鳴る」：鸣响。日本动漫《火影忍者》的主角“鸣人「なると」＝鳴 な る＋人 と ”"
な,81 「な」表示“声音”,熟词联想 ながい「長い」：长的,▶ なる「鳴る」 ⓪（自五）：响；鸣响,"解 な→声音。
例 電でん 話わ のベルが鳴な った。/电话铃响了。"
な,81 「な」表示“声音”,熟词联想 ながい「長い」：长的,▶ ならす「鳴らす」 ⓪（他五）：鸣，使鸣叫,"解 「鳴な る」的他动词。
例 大おお 晦みそ 日か の夜よる に、お寺てら は鐘かね を鳴な らす。/除夕之夜，寺院会鸣钟。"
な,81 「な」表示“声音”,熟词联想 ながい「長い」：长的,▶ なく「鳴く·泣く」 ⓪（自五）：啼叫；哭泣,"解 な→声音。
例 うれしすぎて泣な いてしまった。/喜极而泣。"
な,82 「なる」表示“成为某种样子”,熟词联想 ながい「長い」：长的,▶ ね「音」 ⓪（名）：声音；音响,"解 ね→な→声音。
例 この近ちか くは虫むし の音ね が聞き こえる。/这附近可以听到虫子的叫声。
熟词联想 なる「成る」：成为"
な,82 「なる」表示“成为某种样子”,熟词联想 ながい「長い」：长的,▶ なる「成る·為る」 ①（自五）：成为,"解 なる→成为某种样子→成为。
例 夢ゆめ は日に 本ほん 語ご の先生せんせい になることだ。/我的梦想是成为日语老师。"
な,82 「なる」表示“成为某种样子”,熟词联想 ながい「長い」：长的,▶ なれる「慣れる」 ②（自一）：习惯，习以为常,"解 なれ→なる→成为某种样子→习惯。
例 日に 本ほん の生せい 活かつ に慣な れましたか。/你习惯日本的生活了吗？
拓 なれなれしい：自来熟的"
な,83 「なま」表示“新鲜；不成熟”,熟词联想 ながい「長い」：长的,▶ ならう「習う」 ②（他五）：学习,"解 なら→なる→成为某种样子→学习。
例 どうして中ちゅう 国ごく 語ご を習なら っていますか。/你为什么学习汉语呢？
熟词联想 なま「生」：生的，新鲜的；不成熟的"
な,83 「なま」表示“新鲜；不成熟”,熟词联想 ながい「長い」：长的,▶ なま「生」 ①（名·形动）：生的，新鲜的；不成熟的,"解 なま→不成熟→生。
例 野や 菜さい を生なま で食た べる。/生吃青菜。"
な,83 「なま」表示“新鲜；不成熟”,熟词联想 ながい「長い」：长的,▶ なまける「怠ける」 ③（他一）：懒惰，偷懒，懈怠,"解 なま→不成熟→生，け→气→思想，思想不成熟→懒惰。
例 勉べん 強きょう を怠なま けてはいけない。/学习不能懈怠。"
な,83 「なま」表示“新鲜；不成熟”,熟词联想 ながい「長い」：长的,▶ なまる「訛る」 ②（自五）：发音不准，带方言口音,"解 なま→不成熟→生→发音不成熟。
例 あの人ひと の日に 本ほん 語ご はなまっている。/那个人讲的日语带方言口音。"
ぬ,84 「ぬ」表示“湿湿的，黏黏的”,解析 可以联想汉语的“濡”。,▶ ぬま「沼」 ②（名）：沼泽,"解 ぬ→湿湿的，ま→間ま →地方。
例 底そこ なし沼ぬま にはまる。/陷入无底的沼泽。"
